opcode_dec,opcode_hex,name
549,0x225,CMSG_CHAT_IGNORED
550,0x226,CMSG_GM_VISION
551,0x227,CMSG_SERVER_COMMAND
552,0x228,CMSG_GM_SILENCE
553,0x229,CMSG_GM_REVEALTO
554,0x22A,CMSG_GM_RESURRECT
555,0x22B,CMSG_GM_SUMMONMOB
556,0x22C,CMSG_GM_MOVECORPSE
557,0x22D,CMSG_GM_FREEZE
558,0x22E,CMSG_GM_UBERINVIS
559,0x22F,CMSG_GM_REQUEST_PLAYER_INFO
560,0x230,SMSG_GM_PLAYER_INFO
561,0x231,CMSG_GUILD_RANK
562,0x232,CMSG_GUILD_ADD_RANK
563,0x233,CMSG_GUILD_DEL_RANK
564,0x234,CMSG_GUILD_SET_PUBLIC_NOTE
565,0x235,CMSG_GUILD_SET_OFFICER_NOTE
566,0x236,SMSG_LOGIN_VERIFY_WORLD
567,0x237,CMSG_CLEAR_EXPLORATION
568,0x238,CMSG_SEND_MAIL
569,0x239,SMSG_SEND_MAIL_RESULT
570,0x23A,CMSG_GET_MAIL_LIST
571,0x23B,SMSG_MAIL_LIST_RESULT
572,0x23C,CMSG_BATTLEFIELD_LIST
573,0x23D,SMSG_BATTLEFIELD_LIST
574,0x23E,CMSG_BATTLEFIELD_JOIN
575,0x23F,SMSG_FORCE_SET_VEHICLE_REC_ID
576,0x240,CMSG_SET_VEHICLE_REC_ID_ACK
577,0x241,CMSG_TAXICLEARNODE
578,0x242,CMSG_TAXIENABLENODE
579,0x243,CMSG_ITEM_TEXT_QUERY
580,0x244,SMSG_ITEM_TEXT_QUERY_RESPONSE
581,0x245,CMSG_MAIL_TAKE_MONEY
582,0x246,CMSG_MAIL_TAKE_ITEM
583,0x247,CMSG_MAIL_MARK_AS_READ
584,0x248,CMSG_MAIL_RETURN_TO_SENDER
585,0x249,CMSG_MAIL_DELETE
586,0x24A,CMSG_MAIL_CREATE_TEXT_ITEM
587,0x24B,SMSG_SPELLLOGMISS
588,0x24C,SMSG_SPELLLOGEXECUTE
589,0x24D,SMSG_DEBUGAURAPROC
590,0x24E,SMSG_PERIODICAURALOG
591,0x24F,SMSG_SPELLDAMAGESHIELD
592,0x250,SMSG_SPELLNONMELEEDAMAGELOG
593,0x251,CMSG_LEARN_TALENT
594,0x252,SMSG_RESURRECT_FAILED
595,0x253,CMSG_TOGGLE_PVP
596,0x254,SMSG_ZONE_UNDER_ATTACK
597,0x255,MSG_AUCTION_HELLO
598,0x256,CMSG_AUCTION_SELL_ITEM
599,0x257,CMSG_AUCTION_REMOVE_ITEM
600,0x258,CMSG_AUCTION_LIST_ITEMS
601,0x259,CMSG_AUCTION_LIST_OWNER_ITEMS
602,0x25A,CMSG_AUCTION_PLACE_BID
603,0x25B,SMSG_AUCTION_COMMAND_RESULT
604,0x25C,SMSG_AUCTION_LIST_RESULT
605,0x25D,SMSG_AUCTION_OWNER_LIST_RESULT
606,0x25E,SMSG_AUCTION_BIDDER_NOTIFICATION
607,0x25F,SMSG_AUCTION_OWNER_NOTIFICATION
608,0x260,SMSG_PROCRESIST
609,0x261,SMSG_COMBAT_EVENT_FAILED
610,0x262,SMSG_DISPEL_FAILED
611,0x263,SMSG_SPELLORDAMAGE_IMMUNE
612,0x264,CMSG_AUCTION_LIST_BIDDER_ITEMS
613,0x265,SMSG_AUCTION_BIDDER_LIST_RESULT
614,0x266,SMSG_SET_FLAT_SPELL_MODIFIER
615,0x267,SMSG_SET_PCT_SPELL_MODIFIER
616,0x268,CMSG_SET_AMMO
617,0x269,SMSG_CORPSE_RECLAIM_DELAY
618,0x26A,CMSG_SET_ACTIVE_MOVER
619,0x26B,CMSG_PET_CANCEL_AURA
620,0x26C,CMSG_PLAYER_AI_CHEAT
621,0x26D,CMSG_CANCEL_AUTO_REPEAT_SPELL
622,0x26E,MSG_GM_ACCOUNT_ONLINE
623,0x26F,MSG_LIST_STABLED_PETS
624,0x270,CMSG_STABLE_PET
625,0x271,CMSG_UNSTABLE_PET
626,0x272,CMSG_BUY_STABLE_SLOT
627,0x273,SMSG_STABLE_RESULT
628,0x274,CMSG_STABLE_REVIVE_PET
629,0x275,CMSG_STABLE_SWAP_PET
630,0x276,MSG_QUEST_PUSH_RESULT
631,0x277,SMSG_PLAY_MUSIC
632,0x278,SMSG_PLAY_OBJECT_SOUND
633,0x279,CMSG_REQUEST_PET_INFO
634,0x27A,CMSG_FAR_SIGHT
635,0x27B,SMSG_SPELLDISPELLOG
636,0x27C,SMSG_DAMAGE_CALC_LOG
637,0x27D,CMSG_ENABLE_DAMAGE_LOG
638,0x27E,CMSG_GROUP_CHANGE_SUB_GROUP
639,0x27F,CMSG_REQUEST_PARTY_MEMBER_STATS
640,0x280,CMSG_GROUP_SWAP_SUB_GROUP
641,0x281,CMSG_RESET_FACTION_CHEAT
642,0x282,CMSG_AUTOSTORE_BANK_ITEM
643,0x283,CMSG_AUTOBANK_ITEM
644,0x284,MSG_QUERY_NEXT_MAIL_TIME
645,0x285,SMSG_RECEIVED_MAIL
646,0x286,SMSG_RAID_GROUP_ONLY
647,0x287,CMSG_SET_DURABILITY_CHEAT
648,0x288,CMSG_SET_PVP_RANK_CHEAT
649,0x289,CMSG_ADD_PVP_MEDAL_CHEAT
650,0x28A,CMSG_DEL_PVP_MEDAL_CHEAT
651,0x28B,CMSG_SET_PVP_TITLE
652,0x28C,SMSG_PVP_CREDIT
653,0x28D,SMSG_AUCTION_REMOVED_NOTIFICATION
654,0x28E,CMSG_GROUP_RAID_CONVERT
655,0x28F,CMSG_GROUP_ASSISTANT_LEADER
656,0x290,CMSG_BUYBACK_ITEM
657,0x291,SMSG_SERVER_MESSAGE
658,0x292,CMSG_SET_SAVED_INSTANCE_EXTEND
659,0x293,SMSG_LFG_OFFER_CONTINUE
660,0x294,CMSG_TEST_DROP_RATE
661,0x295,SMSG_TEST_DROP_RATE_RESULT
662,0x296,CMSG_LFG_GET_STATUS
663,0x297,SMSG_SHOW_MAILBOX
664,0x298,SMSG_RESET_RANGED_COMBAT_TIMER
665,0x299,SMSG_CHAT_NOT_IN_PARTY
666,0x29A,CMSG_GMTICKETSYSTEM_TOGGLE
667,0x29B,CMSG_CANCEL_GROWTH_AURA
668,0x29C,SMSG_CANCEL_AUTO_REPEAT
669,0x29D,SMSG_STANDSTATE_UPDATE
670,0x29E,SMSG_LOOT_ALL_PASSED
671,0x29F,SMSG_LOOT_ROLL_WON
672,0x2A0,CMSG_LOOT_ROLL
673,0x2A1,SMSG_LOOT_START_ROLL
674,0x2A2,SMSG_LOOT_ROLL
675,0x2A3,CMSG_LOOT_MASTER_GIVE
676,0x2A4,SMSG_LOOT_MASTER_LIST
677,0x2A5,SMSG_SET_FORCED_REACTIONS
678,0x2A6,SMSG_SPELL_FAILED_OTHER
679,0x2A7,SMSG_GAMEOBJECT_RESET_STATE
680,0x2A8,CMSG_REPAIR_ITEM
681,0x2A9,SMSG_CHAT_PLAYER_NOT_FOUND
682,0x2AA,MSG_TALENT_WIPE_CONFIRM
683,0x2AB,SMSG_SUMMON_REQUEST
684,0x2AC,CMSG_SUMMON_RESPONSE
685,0x2AD,MSG_DEV_SHOWLABEL
686,0x2AE,SMSG_MONSTER_MOVE_TRANSPORT
687,0x2AF,SMSG_PET_BROKEN
688,0x2B0,MSG_MOVE_FEATHER_FALL
689,0x2B1,MSG_MOVE_WATER_WALK
690,0x2B2,CMSG_SERVER_BROADCAST
691,0x2B3,CMSG_SELF_RES
692,0x2B4,SMSG_FEIGN_DEATH_RESISTED
693,0x2B5,CMSG_RUN_SCRIPT
694,0x2B6,SMSG_SCRIPT_MESSAGE
695,0x2B7,SMSG_DUEL_COUNTDOWN
696,0x2B8,SMSG_AREA_TRIGGER_MESSAGE
697,0x2B9,CMSG_SHOWING_HELM
698,0x2BA,CMSG_SHOWING_CLOAK
699,0x2BB,SMSG_LFG_ROLE_CHOSEN
700,0x2BC,SMSG_PLAYER_SKINNED
701,0x2BD,SMSG_DURABILITY_DAMAGE_DEATH
702,0x2BE,CMSG_SET_EXPLORATION
703,0x2BF,CMSG_SET_ACTIONBAR_TOGGLES
704,0x2C0,
705,0x2C1,MSG_PETITION_RENAME
706,0x2C2,SMSG_INIT_WORLD_STATES
707,0x2C3,SMSG_UPDATE_WORLD_STATE
708,0x2C4,CMSG_ITEM_NAME_QUERY
709,0x2C5,SMSG_ITEM_NAME_QUERY_RESPONSE
710,0x2C6,SMSG_PET_ACTION_FEEDBACK
711,0x2C7,CMSG_CHAR_RENAME
712,0x2C8,SMSG_CHAR_RENAME
713,0x2C9,CMSG_MOVE_SPLINE_DONE
714,0x2CA,CMSG_MOVE_FALL_RESET
715,0x2CB,SMSG_INSTANCE_SAVE_CREATED
716,0x2CC,SMSG_RAID_INSTANCE_INFO
717,0x2CD,CMSG_REQUEST_RAID_INFO
718,0x2CE,CMSG_MOVE_TIME_SKIPPED
719,0x2CF,CMSG_MOVE_FEATHER_FALL_ACK
720,0x2D0,CMSG_MOVE_WATER_WALK_ACK
721,0x2D1,CMSG_MOVE_NOT_ACTIVE_MOVER
722,0x2D2,SMSG_PLAY_SOUND
723,0x2D3,CMSG_BATTLEFIELD_STATUS
724,0x2D4,SMSG_BATTLEFIELD_STATUS
725,0x2D5,CMSG_BATTLEFIELD_PORT
726,0x2D6,MSG_INSPECT_HONOR_STATS
727,0x2D7,CMSG_BATTLEMASTER_HELLO
728,0x2D8,CMSG_MOVE_START_SWIM_CHEAT
729,0x2D9,CMSG_MOVE_STOP_SWIM_CHEAT
730,0x2DA,SMSG_FORCE_WALK_SPEED_CHANGE
731,0x2DB,CMSG_FORCE_WALK_SPEED_CHANGE_ACK
732,0x2DC,SMSG_FORCE_SWIM_BACK_SPEED_CHANGE
733,0x2DD,CMSG_FORCE_SWIM_BACK_SPEED_CHANGE_ACK
734,0x2DE,SMSG_FORCE_TURN_RATE_CHANGE
735,0x2DF,CMSG_FORCE_TURN_RATE_CHANGE_ACK
736,0x2E0,MSG_PVP_LOG_DATA
737,0x2E1,CMSG_LEAVE_BATTLEFIELD
738,0x2E2,CMSG_AREA_SPIRIT_HEALER_QUERY
739,0x2E3,CMSG_AREA_SPIRIT_HEALER_QUEUE
740,0x2E4,SMSG_AREA_SPIRIT_HEALER_TIME
741,0x2E5,CMSG_GM_UNTEACH
742,0x2E6,SMSG_WARDEN_DATA
743,0x2E7,CMSG_WARDEN_DATA
744,0x2E8,SMSG_GROUP_JOINED_BATTLEGROUND
745,0x2E9,MSG_BATTLEGROUND_PLAYER_POSITIONS
746,0x2EA,CMSG_PET_STOP_ATTACK
747,0x2EB,SMSG_BINDER_CONFIRM
748,0x2EC,SMSG_BATTLEGROUND_PLAYER_JOINED
749,0x2ED,SMSG_BATTLEGROUND_PLAYER_LEFT
750,0x2EE,CMSG_BATTLEMASTER_JOIN
751,0x2EF,SMSG_ADDON_INFO
752,0x2F0,CMSG_PET_UNLEARN
753,0x2F1,SMSG_PET_UNLEARN_CONFIRM
754,0x2F2,SMSG_PARTY_MEMBER_STATS_FULL
755,0x2F3,CMSG_PET_SPELL_AUTOCAST
756,0x2F4,SMSG_WEATHER
757,0x2F5,SMSG_PLAY_TIME_WARNING
758,0x2F6,SMSG_MINIGAME_SETUP
759,0x2F7,SMSG_MINIGAME_STATE
760,0x2F8,CMSG_MINIGAME_MOVE
761,0x2F9,SMSG_MINIGAME_MOVE_FAILED
762,0x2FA,SMSG_RAID_INSTANCE_MESSAGE
763,0x2FB,SMSG_COMPRESSED_MOVES
764,0x2FC,CMSG_GUILD_INFO_TEXT
765,0x2FD,SMSG_CHAT_RESTRICTED
766,0x2FE,SMSG_SPLINE_SET_RUN_SPEED
767,0x2FF,SMSG_SPLINE_SET_RUN_BACK_SPEED
768,0x300,SMSG_SPLINE_SET_SWIM_SPEED
769,0x301,SMSG_SPLINE_SET_WALK_SPEED
770,0x302,SMSG_SPLINE_SET_SWIM_BACK_SPEED
771,0x303,SMSG_SPLINE_SET_TURN_RATE
772,0x304,SMSG_SPLINE_MOVE_UNROOT
773,0x305,SMSG_SPLINE_MOVE_FEATHER_FALL
774,0x306,SMSG_SPLINE_MOVE_NORMAL_FALL
775,0x307,SMSG_SPLINE_MOVE_SET_HOVER
776,0x308,SMSG_SPLINE_MOVE_UNSET_HOVER
777,0x309,SMSG_SPLINE_MOVE_WATER_WALK
778,0x30A,SMSG_SPLINE_MOVE_LAND_WALK
779,0x30B,SMSG_SPLINE_MOVE_START_SWIM
780,0x30C,SMSG_SPLINE_MOVE_STOP_SWIM
781,0x30D,SMSG_SPLINE_MOVE_SET_RUN_MODE
782,0x30E,SMSG_SPLINE_MOVE_SET_WALK_MODE
783,0x30F,CMSG_GM_NUKE_ACCOUNT
784,0x310,MSG_GM_DESTROY_CORPSE
785,0x311,CMSG_GM_DESTROY_ONLINE_CORPSE
786,0x312,CMSG_ACTIVATETAXIEXPRESS
787,0x313,SMSG_SET_FACTION_ATWAR
788,0x314,SMSG_GAMETIMEBIAS_SET
789,0x315,CMSG_DEBUG_ACTIONS_START
790,0x316,CMSG_DEBUG_ACTIONS_STOP
791,0x317,CMSG_SET_FACTION_INACTIVE
792,0x318,CMSG_SET_WATCHED_FACTION
793,0x319,MSG_MOVE_TIME_SKIPPED
794,0x31A,SMSG_SPLINE_MOVE_ROOT
795,0x31B,CMSG_SET_EXPLORATION_ALL
796,0x31C,SMSG_INVALIDATE_PLAYER
797,0x31D,CMSG_RESET_INSTANCES
798,0x31E,SMSG_INSTANCE_RESET
799,0x31F,SMSG_INSTANCE_RESET_FAILED
800,0x320,SMSG_UPDATE_LAST_INSTANCE
801,0x321,MSG_RAID_TARGET_UPDATE
802,0x322,MSG_RAID_READY_CHECK
803,0x323,CMSG_LUA_USAGE
804,0x324,SMSG_PET_ACTION_SOUND
805,0x325,SMSG_PET_DISMISS_SOUND
806,0x326,SMSG_GHOSTEE_GONE
807,0x327,CMSG_GM_UPDATE_TICKET_STATUS
808,0x328,SMSG_GM_TICKET_STATUS_UPDATE
809,0x329,MSG_SET_DUNGEON_DIFFICULTY
810,0x32A,CMSG_GMSURVEY_SUBMIT
811,0x32B,SMSG_UPDATE_INSTANCE_OWNERSHIP
812,0x32C,CMSG_IGNORE_KNOCKBACK_CHEAT
813,0x32D,SMSG_CHAT_PLAYER_AMBIGUOUS
814,0x32E,MSG_DELAY_GHOST_TELEPORT
815,0x32F,SMSG_SPELLINSTAKILLLOG
816,0x330,SMSG_SPELL_UPDATE_CHAIN_TARGETS
817,0x331,CMSG_CHAT_FILTERED
818,0x332,SMSG_EXPECTED_SPAM_RECORDS
819,0x333,SMSG_SPELLSTEALLOG
820,0x334,CMSG_LOTTERY_QUERY_OBSOLETE
821,0x335,SMSG_LOTTERY_QUERY_RESULT_OBSOLETE
822,0x336,CMSG_BUY_LOTTERY_TICKET_OBSOLETE
823,0x337,SMSG_LOTTERY_RESULT_OBSOLETE
824,0x338,SMSG_CHARACTER_PROFILE
825,0x339,SMSG_CHARACTER_PROFILE_REALM_CONNECTED
826,0x33A,SMSG_DEFENSE_MESSAGE
827,0x33B,SMSG_INSTANCE_DIFFICULTY
828,0x33C,MSG_GM_RESETINSTANCELIMIT
829,0x33D,SMSG_MOTD
830,0x33E,SMSG_MOVE_SET_CAN_TRANSITION_BETWEEN_SWIM_AND_FLY
831,0x33F,SMSG_MOVE_UNSET_CAN_TRANSITION_BETWEEN_SWIM_AND_FLY
832,0x340,CMSG_MOVE_SET_CAN_TRANSITION_BETWEEN_SWIM_AND_FLY_ACK
833,0x341,MSG_MOVE_START_SWIM_CHEAT
834,0x342,MSG_MOVE_STOP_SWIM_CHEAT
835,0x343,SMSG_MOVE_SET_CAN_FLY
836,0x344,SMSG_MOVE_UNSET_CAN_FLY
837,0x345,CMSG_MOVE_SET_CAN_FLY_ACK
838,0x346,CMSG_MOVE_SET_FLY
839,0x347,CMSG_SOCKET_GEMS
840,0x348,CMSG_ARENA_TEAM_CREATE
841,0x349,SMSG_ARENA_TEAM_COMMAND_RESULT
842,0x34A,MSG_MOVE_UPDATE_CAN_TRANSITION_BETWEEN_SWIM_AND_FLY
843,0x34B,CMSG_ARENA_TEAM_QUERY
844,0x34C,SMSG_ARENA_TEAM_QUERY_RESPONSE
845,0x34D,CMSG_ARENA_TEAM_ROSTER
846,0x34E,SMSG_ARENA_TEAM_ROSTER
847,0x34F,CMSG_ARENA_TEAM_INVITE
848,0x350,SMSG_ARENA_TEAM_INVITE
849,0x351,CMSG_ARENA_TEAM_ACCEPT
850,0x352,CMSG_ARENA_TEAM_DECLINE
851,0x353,CMSG_ARENA_TEAM_LEAVE
852,0x354,CMSG_ARENA_TEAM_REMOVE
853,0x355,CMSG_ARENA_TEAM_DISBAND
854,0x356,CMSG_ARENA_TEAM_LEADER
855,0x357,SMSG_ARENA_TEAM_EVENT
856,0x358,CMSG_BATTLEMASTER_JOIN_ARENA
857,0x359,MSG_MOVE_START_ASCEND
858,0x35A,MSG_MOVE_STOP_ASCEND
859,0x35B,SMSG_ARENA_TEAM_STATS
860,0x35C,CMSG_LFG_JOIN
861,0x35D,CMSG_LFG_LEAVE
862,0x35E,CMSG_SEARCH_LFG_JOIN
863,0x35F,CMSG_SEARCH_LFG_LEAVE
864,0x360,SMSG_UPDATE_LFG_LIST
865,0x361,SMSG_LFG_PROPOSAL_UPDATE
866,0x362,CMSG_LFG_PROPOSAL_RESULT
867,0x363,SMSG_LFG_ROLE_CHECK_UPDATE
868,0x364,SMSG_LFG_JOIN_RESULT
869,0x365,SMSG_LFG_QUEUE_STATUS
870,0x366,CMSG_SET_LFG_COMMENT
871,0x367,SMSG_LFG_UPDATE_PLAYER
872,0x368,SMSG_LFG_UPDATE_PARTY
873,0x369,SMSG_LFG_UPDATE_SEARCH
874,0x36A,CMSG_LFG_SET_ROLES
875,0x36B,CMSG_LFG_SET_NEEDS
876,0x36C,CMSG_LFG_SET_BOOT_VOTE
877,0x36D,SMSG_LFG_BOOT_PROPOSAL_UPDATE
878,0x36E,CMSG_LFD_PLAYER_LOCK_INFO_REQUEST
879,0x36F,SMSG_LFG_PLAYER_INFO
880,0x370,CMSG_LFG_TELEPORT
881,0x371,CMSG_LFD_PARTY_LOCK_INFO_REQUEST
882,0x372,SMSG_LFG_PARTY_INFO
883,0x373,SMSG_TITLE_EARNED
884,0x374,CMSG_SET_TITLE
885,0x375,CMSG_CANCEL_MOUNT_AURA
886,0x376,SMSG_ARENA_ERROR
887,0x377,MSG_INSPECT_ARENA_TEAMS
888,0x378,SMSG_DEATH_RELEASE_LOC
889,0x379,CMSG_CANCEL_TEMP_ENCHANTMENT
890,0x37A,SMSG_FORCED_DEATH_UPDATE
891,0x37B,CMSG_CHEAT_SET_HONOR_CURRENCY
892,0x37C,CMSG_CHEAT_SET_ARENA_CURRENCY
893,0x37D,MSG_MOVE_SET_FLIGHT_SPEED_CHEAT
894,0x37E,MSG_MOVE_SET_FLIGHT_SPEED
895,0x37F,MSG_MOVE_SET_FLIGHT_BACK_SPEED_CHEAT
896,0x380,MSG_MOVE_SET_FLIGHT_BACK_SPEED
897,0x381,SMSG_FORCE_FLIGHT_SPEED_CHANGE
898,0x382,CMSG_FORCE_FLIGHT_SPEED_CHANGE_ACK
899,0x383,SMSG_FORCE_FLIGHT_BACK_SPEED_CHANGE
900,0x384,CMSG_FORCE_FLIGHT_BACK_SPEED_CHANGE_ACK
901,0x385,SMSG_SPLINE_SET_FLIGHT_SPEED
902,0x386,SMSG_SPLINE_SET_FLIGHT_BACK_SPEED
903,0x387,CMSG_MAELSTROM_INVALIDATE_CACHE
904,0x388,SMSG_FLIGHT_SPLINE_SYNC
905,0x389,CMSG_SET_TAXI_BENCHMARK_MODE
906,0x38A,SMSG_JOINED_BATTLEGROUND_QUEUE
907,0x38B,SMSG_REALM_SPLIT
908,0x38C,CMSG_REALM_SPLIT
909,0x38D,CMSG_MOVE_CHNG_TRANSPORT
910,0x38E,MSG_PARTY_ASSIGNMENT
911,0x38F,SMSG_OFFER_PETITION_ERROR
912,0x390,SMSG_TIME_SYNC_REQ
913,0x391,CMSG_TIME_SYNC_RESP
914,0x392,CMSG_SEND_LOCAL_EVENT
915,0x393,CMSG_SEND_GENERAL_TRIGGER
916,0x394,CMSG_SEND_COMBAT_TRIGGER
917,0x395,CMSG_MAELSTROM_GM_SENT_MAIL
918,0x396,SMSG_RESET_FAILED_NOTIFY
919,0x397,SMSG_REAL_GROUP_UPDATE
920,0x398,SMSG_LFG_DISABLED
921,0x399,CMSG_ACTIVE_PVP_CHEAT
922,0x39A,CMSG_CHEAT_DUMP_ITEMS_DEBUG_ONLY
923,0x39B,SMSG_CHEAT_DUMP_ITEMS_DEBUG_ONLY_RESPONSE
924,0x39C,SMSG_CHEAT_DUMP_ITEMS_DEBUG_ONLY_RESPONSE_WRITE_FILE
925,0x39D,SMSG_UPDATE_COMBO_POINTS
926,0x39E,SMSG_VOICE_SESSION_ROSTER_UPDATE
927,0x39F,SMSG_VOICE_SESSION_LEAVE
928,0x3A0,SMSG_VOICE_SESSION_ADJUST_PRIORITY
929,0x3A1,CMSG_VOICE_SET_TALKER_MUTED_REQUEST
930,0x3A2,SMSG_VOICE_SET_TALKER_MUTED
931,0x3A3,SMSG_INIT_EXTRA_AURA_INFO_OBSOLETE
932,0x3A4,SMSG_SET_EXTRA_AURA_INFO_OBSOLETE
933,0x3A5,SMSG_SET_EXTRA_AURA_INFO_NEED_UPDATE_OBSOLETE
934,0x3A6,SMSG_CLEAR_EXTRA_AURA_INFO_OBSOLETE
935,0x3A7,MSG_MOVE_START_DESCEND
936,0x3A8,CMSG_IGNORE_REQUIREMENTS_CHEAT
937,0x3A9,SMSG_IGNORE_REQUIREMENTS_CHEAT
938,0x3AA,SMSG_SPELL_CHANCE_PROC_LOG
939,0x3AB,CMSG_MOVE_SET_RUN_SPEED
940,0x3AC,SMSG_DISMOUNT
941,0x3AD,MSG_MOVE_UPDATE_CAN_FLY
942,0x3AE,MSG_RAID_READY_CHECK_CONFIRM
943,0x3AF,CMSG_VOICE_SESSION_ENABLE
944,0x3B0,SMSG_VOICE_SESSION_ENABLE
945,0x3B1,SMSG_VOICE_PARENTAL_CONTROLS
946,0x3B2,CMSG_GM_WHISPER
947,0x3B3,SMSG_GM_MESSAGECHAT
948,0x3B4,MSG_GM_GEARRATING
949,0x3B5,CMSG_COMMENTATOR_ENABLE
950,0x3B6,SMSG_COMMENTATOR_STATE_CHANGED
951,0x3B7,CMSG_COMMENTATOR_GET_MAP_INFO
952,0x3B8,SMSG_COMMENTATOR_MAP_INFO
953,0x3B9,CMSG_COMMENTATOR_GET_PLAYER_INFO
954,0x3BA,SMSG_COMMENTATOR_GET_PLAYER_INFO
955,0x3BB,SMSG_COMMENTATOR_PLAYER_INFO
956,0x3BC,CMSG_COMMENTATOR_ENTER_INSTANCE
957,0x3BD,CMSG_COMMENTATOR_EXIT_INSTANCE
958,0x3BE,CMSG_COMMENTATOR_INSTANCE_COMMAND
959,0x3BF,SMSG_CLEAR_TARGET
960,0x3C0,CMSG_BOT_DETECTED
961,0x3C1,SMSG_CROSSED_INEBRIATION_THRESHOLD
962,0x3C2,CMSG_CHEAT_PLAYER_LOGIN
963,0x3C3,CMSG_CHEAT_PLAYER_LOOKUP
964,0x3C4,SMSG_CHEAT_PLAYER_LOOKUP
965,0x3C5,SMSG_KICK_REASON
966,0x3C6,MSG_RAID_READY_CHECK_FINISHED
967,0x3C7,CMSG_COMPLAIN
968,0x3C8,SMSG_COMPLAIN_RESULT
969,0x3C9,SMSG_FEATURE_SYSTEM_STATUS
970,0x3CA,CMSG_GM_SHOW_COMPLAINTS
971,0x3CB,CMSG_GM_UNSQUELCH
972,0x3CC,CMSG_CHANNEL_SILENCE_VOICE
973,0x3CD,CMSG_CHANNEL_SILENCE_ALL
974,0x3CE,CMSG_CHANNEL_UNSILENCE_VOICE
975,0x3CF,CMSG_CHANNEL_UNSILENCE_ALL
976,0x3D0,CMSG_TARGET_CAST
977,0x3D1,CMSG_TARGET_SCRIPT_CAST
978,0x3D2,CMSG_CHANNEL_DISPLAY_LIST
979,0x3D3,CMSG_SET_ACTIVE_VOICE_CHANNEL
980,0x3D4,CMSG_GET_CHANNEL_MEMBER_COUNT
981,0x3D5,SMSG_CHANNEL_MEMBER_COUNT
982,0x3D6,CMSG_CHANNEL_VOICE_ON
983,0x3D7,CMSG_CHANNEL_VOICE_OFF
984,0x3D8,CMSG_DEBUG_LIST_TARGETS
985,0x3D9,SMSG_DEBUG_LIST_TARGETS
986,0x3DA,SMSG_AVAILABLE_VOICE_CHANNEL
987,0x3DB,CMSG_ADD_VOICE_IGNORE
988,0x3DC,CMSG_DEL_VOICE_IGNORE
989,0x3DD,CMSG_PARTY_SILENCE
990,0x3DE,CMSG_PARTY_UNSILENCE
991,0x3DF,MSG_NOTIFY_PARTY_SQUELCH
992,0x3E0,SMSG_COMSAT_RECONNECT_TRY
993,0x3E1,SMSG_COMSAT_DISCONNECT
994,0x3E2,SMSG_COMSAT_CONNECT_FAIL
995,0x3E3,SMSG_VOICE_CHAT_STATUS
996,0x3E4,CMSG_REPORT_PVP_AFK
997,0x3E5,SMSG_REPORT_PVP_AFK_RESULT
998,0x3E6,CMSG_GUILD_BANKER_ACTIVATE
999,0x3E7,CMSG_GUILD_BANK_QUERY_TAB
1000,0x3E8,SMSG_GUILD_BANK_LIST
1001,0x3E9,CMSG_GUILD_BANK_SWAP_ITEMS
1002,0x3EA,CMSG_GUILD_BANK_BUY_TAB
1003,0x3EB,CMSG_GUILD_BANK_UPDATE_TAB
1004,0x3EC,CMSG_GUILD_BANK_DEPOSIT_MONEY
1005,0x3ED,CMSG_GUILD_BANK_WITHDRAW_MONEY
1006,0x3EE,MSG_GUILD_BANK_LOG_QUERY
1007,0x3EF,CMSG_SET_CHANNEL_WATCH
1008,0x3F0,SMSG_USERLIST_ADD
1009,0x3F1,SMSG_USERLIST_REMOVE
1010,0x3F2,SMSG_USERLIST_UPDATE
1011,0x3F3,CMSG_CLEAR_CHANNEL_WATCH
1012,0x3F4,SMSG_INSPECT_TALENT
1013,0x3F5,SMSG_GOGOGO_OBSOLETE
1014,0x3F6,SMSG_ECHO_PARTY_SQUELCH
1015,0x3F7,CMSG_SET_TITLE_SUFFIX
1016,0x3F8,CMSG_SPELLCLICK
1017,0x3F9,SMSG_LOOT_LIST
1018,0x3FA,CMSG_GM_CHARACTER_RESTORE
1019,0x3FB,CMSG_GM_CHARACTER_SAVE
1020,0x3FC,SMSG_VOICESESSION_FULL
1021,0x3FD,MSG_GUILD_PERMISSIONS
1022,0x3FE,MSG_GUILD_BANK_MONEY_WITHDRAWN
1023,0x3FF,MSG_GUILD_EVENT_LOG_QUERY
1024,0x400,CMSG_MAELSTROM_RENAME_GUILD
1025,0x401,CMSG_GET_MIRRORIMAGE_DATA
1026,0x402,SMSG_MIRRORIMAGE_DATA
1027,0x403,SMSG_FORCE_DISPLAY_UPDATE
1028,0x404,SMSG_SPELL_CHANCE_RESIST_PUSHBACK
1029,0x405,CMSG_IGNORE_DIMINISHING_RETURNS_CHEAT
1030,0x406,SMSG_IGNORE_DIMINISHING_RETURNS_CHEAT
1031,0x407,CMSG_KEEP_ALIVE
1032,0x408,SMSG_RAID_READY_CHECK_ERROR
1033,0x409,CMSG_OPT_OUT_OF_LOOT
1034,0x40A,MSG_QUERY_GUILD_BANK_TEXT
1035,0x40B,CMSG_SET_GUILD_BANK_TEXT
1036,0x40C,CMSG_SET_GRANTABLE_LEVELS
1037,0x40D,CMSG_GRANT_LEVEL
1038,0x40E,CMSG_REFER_A_FRIEND
1039,0x40F,MSG_GM_CHANGE_ARENA_RATING
1040,0x410,CMSG_DECLINE_CHANNEL_INVITE
